,src,question,prompt,response,id,target,participant,response_num,count,split
10765,betal18,What is a surprising use for a BOX?,box,Boat,betal18_box-63cd,1.3,betal182104,,4.0,train
10766,snbmo09,What is a surprising use for a BRICK?,brick,dog rope weight,snbmo09_brick-e723,2.5,snbmo09137,10,,train
10767,dod20,What is a surprising use for PANTS?,pants,baggy,dod20_pants-0c63,1.3,dod2053,7,,train
10768,dod20,What is a surprising use for PANTS?,pants,sleeves,dod20_pants-3715,2.5,dod2054,0,,train
10769,betal18,What is a surprising use for a ROPE?,rope,attach it to a helicopter to whack birds,betal18_rope-a719,3.9,betal182046,,,train
10770,motesf,What is a surprising use for a PENCIL?,pencil,you can use it as a sling shot,motesf_pencil-ed48,2.7,motesf4918,4,,train
10771,motesf,What is a surprising use for a BALL?,ball,A car wheel,motesf_ball-3f3c,3.0,motesfb396,8,,train
10772,dod20,What is a surprising use for a BOOK?,book,straight edge,dod20_book-3cfa,2.7,dod2046,2,2.0,train
10773,snbmo09,What is a surprising use for a BRICK?,brick,reach tall stuff (out of reach),snbmo09_brick-52ad,1.7,snbmo0935,7,,train
10774,betal18,What is a surprising use for a BOX?,box,to fill with other    one of which contains a present make sure to put things in other   so they don't know which one has the present in it,betal18_box-dff9,1.3,betal182112,,,train
10775,motesf,What is a surprising use for a LIGHT BULB?,lightbulb,A lightbulb can not only be just a lightbulb it can be all kinds of things like a colorful lightbulb almost like a disco ball.,motesf_lightbulb-474e,3.0,motesf06eb,1,,train
10776,dod20,What is a surprising use for a ROPE?,rope,to help you learn how to balance,dod20_rope-7f07,3.5,dod2041,3,,train
10777,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,hold paper togather,hmsl_paperclip-d1cf,1.0,hmsl4No6x5W4,1.0,,train
10778,dod20,What is a surprising use for a TABLE?,table,repurpose it,dod20_table-3768,2.5,dod2081,7,,train
10779,hmsl,What is a surprising use for a BRICK?,brick,used as a ball in a game of catch,hmsl_brick-e413,2.8,hmsl517P11oo,3.0,,train
10780,setal08,What is a surprising use for a KNIFE?,knife,to cut hair,setal08_knife-8000,1.6,setal08180,1.0,6.0,train
10781,snbmo09,What is a surprising use for a BRICK?,brick,support something,snbmo09_brick-fef8,1.4,snbmo097,3,2.0,train
10782,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,fingernail cleaner,hmsl_paperclip-aa4f,2.2,hmslV453P9LD,2.0,6.0,train
10783,dod20,What is a surprising use for a TABLE?,table,hold something open,dod20_table-711f,3.0,dod2048,13,,train
10784,motesf,What is a surprising use for a SPOON?,spoon,A nose!,motesf_spoon-c139,2.4,motesf0402,2,,train
10785,snbmo09,What is a surprising use for a BOX?,box,base for table,snbmo09_box-b28d,2.0,snbmo09141,5,,train
10786,snb17,What is a surprising use for a BOX?,box,playing a instrument,snb17_box-560e,2.0,snb1763,,,train
10787,betal18,What is a surprising use for a ROPE?,rope,cup,betal18_rope-d424,1.3,betal182032,,,train
10788,dod20,What is a surprising use for a ROPE?,rope,doorstop,dod20_rope-6ae3,3.0,dod2089,7,,train
10789,dod20,What is a surprising use for a SHOVEL?,shovel,put in ground and make a scarecrow,dod20_shovel-d1a2,2.5,dod2092,2,,train
10790,snb17,What is a surprising use for a BOX?,box,You can use as parts of a cosplay/costume,snb17_box-8e0b,2.0,snb1723,,,train
10791,snb17,What is a surprising use for a ROPE?,rope,heart,snb17_rope-d212,1.3,snb1792,,,train
10792,snbmo09,What is a surprising use for a BOX?,box,kitten bed,snbmo09_box-66fb,1.5,snbmo09172,11,,train
10793,motesf,What is a surprising use for a BALL?,ball,inflate the ball so it doesn't have any air then put water inside the ball so it can be a water ball,motesf_ball-5cc2,3.0,motesfca46,3,,train
10794,bs12,What is a surprising use for a BRICK?,brick,A balance tool,bs12_brick-d108,2.2,bs1295,,,train
10795,setal08,What is a surprising use for a BRICK?,brick,pretend your Mario and jump on the back of a Thump like in Super Mario G4,setal08_brick-c8e7,2.3,setal08203,9.0,,train
10796,motesf,What is a surprising use for a PENCIL?,pencil,Take all the lead out and use the pencil like a dart,motesf_pencil-9507,3.0,motesf6512,5,,train
10797,snbmo09,What is a surprising use for a KNIFE?,knife,used as a dart on a dart board,snbmo09_knife-8e4e,1.5,snbmo09122,1,,train
10798,betal18,What is a surprising use for a ROPE?,rope,to wrap a present with it,betal18_rope-2855,1.9,betal182026,,,train
10799,setal08,What is a surprising use for a KNIFE?,knife,weapons,setal08_knife-4c35,1.0,setal08228,12.0,,train
10800,snb17,What is a surprising use for a BOX?,box,Box for a computer,snb17_box-eed2,1.0,snb1718,,,train
10801,hmsl,What is a surprising use for a BRICK?,brick,prop up a chair,hmsl_brick-5f63,1.8,hmslhy14tJ32,1.0,,train
10802,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,jewlery fastener,hmsl_paperclip-d33f,2.5,hmsl8exnS05w,4.0,,train
10803,snb17,What is a surprising use for a ROPE?,rope,headband,snb17_rope-f62c,1.6,snb17122,,13.0,train
10804,betal18,What is a surprising use for a BOX?,box,ant farm,betal18_box-9c2e,3.0,betal182094,,2.0,train
10805,snbmo09,What is a surprising use for a BOX?,box,ride in it,snbmo09_box-964e,2.3,snbmo0936,5,,train
10806,bs12,What is a surprising use for a BRICK?,brick,grind it into dust  mix with water  and use as paint,bs12_brick-5f90,3.4,bs127,,,train
10807,motesf,What is a surprising use for a BOTTLE?,bottle,cut it in half and make a pencil holder,motesf_bottle-7030,3.0,motesf98dc,3,,train
10808,hmsl,What is a surprising use for a BRICK?,brick,bookshelf,hmsl_brick-fa55,1.7,hmsl47h4XUb6,7.0,2.0,train
10809,motesf,What is a surprising use for a LIGHT BULB?,lightbulb,A surprising way to a lightbulb is to get a balloon and cut it in half and put it on the lightbulb so the room can be colorful.,motesf_lightbulb-ea7f,2.7,motesfa577,1,,train
10810,motesf,What is a surprising use for a HAT?,hat,a baseball glove,motesf_hat-2509,3.4,motesf698d,5,2.0,train
10811,snb17,What is a surprising use for a ROPE?,rope,bondage for torture,snb17_rope-0713,1.3,snb17136,,,train
10812,dod20,What is a surprising use for a FORK?,fork,painting tool,dod20_fork-92d0,3.3,dod2074,2,,train
10813,motesf,What is a surprising use for a BALL?,ball,you can use a ball with a bat,motesf_ball-f1db,1.9,motesf9b86,6,,train
10814,setal08,What is a surprising use for a BRICK?,brick,walkway,setal08_brick-0b68,1.2,setal08118,5.0,15.0,train
10815,motesf,What is a surprising use for a BALL?,ball,Put it on water and run on it.,motesf_ball-17a6,3.3,motesfd82c,1,,train
10816,dod20,What is a surprising use for a BOOK?,book,squash a bug,dod20_book-0b4f,2.7,dod2071,5,,train
10817,bs12,What is a surprising use for a BRICK?,brick,crack it in half with a hammer,bs12_brick-d30f,1.4,bs1279,,,train
10818,bs12,What is a surprising use for a BRICK?,brick,put in bag to protect your self,bs12_brick-a3a6,1.4,bs1277,,,train
10819,motesf,What is a surprising use for a BOTTLE?,bottle,flute,motesf_bottle-1111,3.6,motesfa3c6,8,,train
10820,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,fix machines,hmsl_paperclip-b548,2.2,hmslM826NWy8,3.0,,train
10821,bs12,What is a surprising use for a BRICK?,brick,wear on bottom of shoes to make you taller,bs12_brick-a4f7,1.8,bs1233,,,train
10822,motesf,What is a surprising use for a HAT?,hat,You could cut the front part of the hat then tape it to the bottom to keep special things in there.,motesf_hat-00b7,3.0,motesfa8ba,4,,train
10823,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,fish hook,hmsl_paperclip-b7ed,2.6,hmslLr5bzVBf,3.0,6.0,train
10824,hmsl,What is a surprising use for a BRICK?,brick,decorate for paper weight,hmsl_brick-d84b,2.0,hmslhF5xX42i,3.0,,train
10825,dod20,What is a surprising use for a FORK?,fork,to eat with,dod20_fork-c244,1.0,dod2038,0,,train
10826,dod20,What is a surprising use for a BOOK?,book,better writing skills,dod20_book-3dfb,1.5,dod2010,3,,train
10827,dod20,What is a surprising use for a SHOE?,shoe,wine bottle holder,dod20_shoe-36f9,4.7,dod2061,0,,train
10828,snbmo09,What is a surprising use for a BRICK?,brick,fashion accessory,snbmo09_brick-b745,2.5,snbmo09183,3,,train
10829,snbmo09,What is a surprising use for a BOX?,box,put food in (ready to eat),snbmo09_box-d4b6,1.3,snbmo0987,11,,train
10830,betal18,What is a surprising use for a BOX?,box,cut up and use as a dancefloor,betal18_box-3e72,2.1,betal182008,,,train
10831,snbmo09,What is a surprising use for a BRICK?,brick,archway,snbmo09_brick-0670,1.0,snbmo0923,8,,train
10832,motesf,What is a surprising use for a BOTTLE?,bottle,getting multiple bottles and putting different amounts of water in each bottle and tapping on them on the edges to make music,motesf_bottle-e19b,3.3,motesfb3e3,1,,train
10833,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,use in shaping clay,hmsl_paperclip-8ff3,3.0,hmsl2FtPmg0Q,5.0,,train
10834,setal08,What is a surprising use for a KNIFE?,knife,be a stake in the ground to hold a  tent up,setal08_knife-1705,2.7,setal08225,5.0,,train
10835,bs12,What is a surprising use for a BRICK?,brick,the worst dog toy ever,bs12_brick-7afb,1.8,bs1264,,,train
10836,dod20,What is a surprising use for a BOOK?,book,scrap paper,dod20_book-ca25,1.5,dod2091,4,,train
10837,hmsl,What is a surprising use for a BRICK?,brick,making a pathway,hmsl_brick-7ac5,1.2,hmsltm3N4Hhj,2.0,,train
10838,snbmo09,What is a surprising use for a BOX?,box,clubhouse/playhouse,snbmo09_box-1237,1.5,snbmo0944,1,,train
10839,dod20,What is a surprising use for a SHOVEL?,shovel,doorstopper,dod20_shovel-56b7,3.0,dod2076,2,2.0,train
10840,snbmo09,What is a surprising use for a BOX?,box,net to catch fish,snbmo09_box-9a40,2.8,snbmo09185,3,,train
10841,dod20,What is a surprising use for a BOTTLE?,bottle,a pot,dod20_bottle-0b50,2.5,dod208,3,,train
10842,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,FOR MONEY,hmsl_paperclip-6b40,2.5,hmslbU801XR6,2.0,,train
10843,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,Graffiti on plastic scratch tool,hmsl_paperclip-3b4e,3.0,hmslp6GZwwsg,4.0,,train
10844,snbmo09,What is a surprising use for a BOX?,box,as a basketball goal,snbmo09_box-c272,3.5,snbmo0931,6,,train
10845,snbmo09,What is a surprising use for a BOX?,box,as a seat,snbmo09_box-4e3c,1.8,snbmo09130,3,,train
10846,betal18,What is a surprising use for a BOX?,box,HIDING SPOT,betal18_box-800b,1.6,betal182136,,,train
10847,motesf,What is a surprising use for a SOCK?,sock,To use it as gloves.,motesf_sock-eedb,2.7,motesf3905,5,,train
10848,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,open it and use as tool to open cd drives,hmsl_paperclip-462a,2.5,hmsllGi8mYM4,1.0,,train
10849,bs12,What is a surprising use for a BRICK?,brick,traps  if someone breaks in your house a will fall on the criminal and knock he or she out until authorities arrive,bs12_brick-f8f0,1.8,bs12134,,,train
10850,dod20,What is a surprising use for a BRICK?,brick,use in garden for decoration,dod20_brick-eac0,2.0,dod2015,1,,train
10851,setal08,What is a surprising use for a BRICK?,brick,writing utensil,setal08_brick-ec68,2.1,setal08173,5.0,4.0,train
10852,snbmo09,What is a surprising use for a KNIFE?,knife,writing utensil,snbmo09_knife-3bac,1.3,snbmo0962,1,7.0,train
10853,hmsl,What is a surprising use for a BRICK?,brick,to build anything,hmsl_brick-6b54,1.0,hmslw3MlrwM6,3.0,,train
10854,dod20,What is a surprising use for a TIRE?,tire,to roll down the hill with,dod20_tire-8a35,2.5,dod2024,3,,train
10855,betal18,What is a surprising use for a BOX?,box,swimming pool,betal18_box-f05e,2.1,betal182151,,,train
10856,motesf,What is a surprising use for a TOOTHBRUSH?,toothbrush,you can cut the bristles and use them to make a massager,motesf_toothbrush-d839,3.3,motesfe4da,5,,train
10857,dod20,What is a surprising use for a BOOK?,book,gift,dod20_book-3ddc,2.0,dod2054,13,2.0,train
10858,motesf,What is a surprising use for a BOTTLE?,bottle,to flip it and make it land.,motesf_bottle-a2c0,2.4,motesfa4f2,3,,train
10859,setal08,What is a surprising use for a KNIFE?,knife,draw the knife,setal08_knife-ec2a,2.0,setal08204,10.0,,train
10860,setal08,What is a surprising use for a BRICK?,brick,building playhouse in backyard,setal08_brick-3140,1.0,setal08139,3.0,,train
10861,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,poking end of smalll objects to get them out of cracks,hmsl_paperclip-5005,1.8,hmslP3oBZCkA,7.0,,train
10862,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,Magnet,hmsl_paperclip-6b70,2.7,hmslS3kVSz67,6.0,,train
10863,bs12,What is a surprising use for a BRICK?,brick,it can be used to have anything stand higher when needed.,bs12_brick-498a,1.0,bs1234,,,train
10864,dod20,What is a surprising use for PANTS?,pants,ribbon,dod20_pants-8a4d,3.0,dod2054,11,,train
10865,betal18,What is a surprising use for a ROPE?,rope,measuring tool,betal18_rope-96ae,2.1,betal182053,,5.0,train
10866,betal18,What is a surprising use for a BOX?,box,make a plane out of,betal18_box-d3f9,1.6,betal182012,,,train
10867,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,Bend it and unbend it repeatedly as a plaything,hmsl_paperclip-4cf3,2.8,hmsl05atXwmG,4.0,,train
10868,dod20,What is a surprising use for a BOOK?,book,cut out words to make poems,dod20_book-516e,4.0,dod2052,2,,train
10869,snbmo09,What is a surprising use for a KNIFE?,knife,make music by hitting it on an object,snbmo09_knife-f1ea,2.5,snbmo09127,5,,train
10870,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,untangling hair,hmsl_paperclip-704a,2.7,hmsl6hf8viCt,9.0,,train
10871,motesf,What is a surprising use for a PENCIL?,pencil,Use the pencil like a drill.,motesf_pencil-7985,3.9,motesfefe9,8,,train
10872,snb17,What is a surprising use for a ROPE?,rope,A dog leash,snb17_rope-b5d8,1.3,snb1754,,,train
10873,bs12,What is a surprising use for a BRICK?,brick,foundation,bs12_brick-3d19,1.1,bs1269,,5.0,train
10874,betal18,What is a surprising use for a BOX?,box,breakdancing platform,betal18_box-8586,2.1,betal182002,,,train
10875,dod20,What is a surprising use for a FORK?,fork,a weapon,dod20_fork-91fd,2.8,dod203,0,3.0,train
10876,motesf,What is a surprising use for a HAT?,hat,candy bag,motesf_hat-673d,2.7,motesf6392,7,,train
10877,dod20,What is a surprising use for a ROPE?,rope,play jumping rope,dod20_rope-b456,1.7,dod2023,4,,train
10878,snbmo09,What is a surprising use for a BOX?,box,use for your house,snbmo09_box-8944,1.3,snbmo096,1,,train
10879,motesf,What is a surprising use for a HAT?,hat,a bowl,motesf_hat-48d0,2.7,motesfa5e0,6,2.0,train
10880,motesf,What is a surprising use for a TOOTHBRUSH?,toothbrush,cut half off the toothbrush and cut a small hole inside the toothbrush on the bottom. Put paste on it and tape it.,motesf_toothbrush-335c,3.3,motesf0584,2,,train
10881,motesf,What is a surprising use for a BOTTLE?,bottle,making it into a fan (if you have the other tools).,motesf_bottle-3eb5,3.6,motesfa8c8,6,,train
10882,bs12,What is a surprising use for a BRICK?,brick,Pet,bs12_brick-5a19,1.4,bs1211,,3.0,train
10883,betal18,What is a surprising use for a BOX?,box,shelf,betal18_box-4ce1,1.7,betal182061,,9.0,train
10884,motesf,What is a surprising use for a SOCK?,sock,take a pair put one sock in another and make a sock ball.,motesf_sock-4b9f,2.4,motesf1ff1,7,,train
10885,motesp,What is a surprising use for a TOOTHBRUSH?,toothbrush,You can use a toothbrush and make it a small little brush.,motesp-g1_toothbrush-5VA,3.0,5VA,,,train
10886,betal18,What is a surprising use for a ROPE?,rope,use   as a replacement for hair if you can't afford weave,betal18_rope-ca4a,2.7,betal182117,,,train
10887,motesf,What is a surprising use for a BALL?,ball,a model,motesf_ball-f863,2.7,motesfc8ff,2,,train
10888,snbmo09,What is a surprising use for a BOX?,box,nest/sleeping place for domesting house animal,snbmo09_box-3bb8,1.5,snbmo0933,10,,train
10889,setal08,What is a surprising use for a BRICK?,brick,table centerpiece,setal08_brick-6756,2.0,setal0895,7.0,,train
10890,dod20,What is a surprising use for a TABLE?,table,as an obstacle in an obstacle course,dod20_table-a6c6,4.3,dod2023,3,,train
10891,hmsl,What is a surprising use for a BRICK?,brick,use as window prop,hmsl_brick-af0e,1.5,hmsln2FRDiVu,6.0,,train
10892,dod20,What is a surprising use for a TIRE?,tire,recycling,dod20_tire-7722,1.7,dod2068,3,,train
10893,dod20,What is a surprising use for a BOOK?,book,as paperweight,dod20_book-af7f,2.7,dod2040,2,,train
10894,dod20,What is a surprising use for a SHOVEL?,shovel,baseball glove,dod20_shovel-7c84,3.8,dod2053,6,,train
10895,snb17,What is a surprising use for a BOX?,box,A convenient table,snb17_box-39a9,1.7,snb1713,,,train
10896,snbmo09,What is a surprising use for a BOX?,box,roll down hills inside of it,snbmo09_box-e6fa,2.8,snbmo09125,7,,train
10897,setal08,What is a surprising use for a BRICK?,brick,bed raiser,setal08_brick-0809,1.7,setal087,1.0,,train
10898,motesf,What is a surprising use for a PENCIL?,pencil,You could balance it on your nose for a whole day.,motesf_pencil-62ff,3.0,motesf3207,7,,train
10899,betal18,What is a surprising use for a BOX?,box,a backpack,betal18_box-aac2,1.9,betal182189,,,train
10900,hmsl,What is a surprising use for a BRICK?,brick,Use as a hammer,hmsl_brick-c5aa,2.0,hmsl8tmPV3b2,1.0,2.0,train
10901,motesf,What is a surprising use for a HAT?,hat,turn it upside-down and put papers in it,motesf_hat-0d92,2.4,motesf7ef6,2,,train
10902,snb17,What is a surprising use for a ROPE?,rope,dangling things,snb17_rope-070d,1.3,snb17146,,,train
10903,dod20,What is a surprising use for a BRICK?,brick,for decroation,dod20_brick-8b47,2.5,dod2038,6,,train
10904,snbmo09,What is a surprising use for a BOX?,box,use it to cover a hold in your roof,snbmo09_box-2877,2.3,snbmo0994,4,,train
